id,source,type,state,priority,gravity,class,object,latitude,longitude,location,broker_id,implicated,address,zone_id,orient,incident_time,incident_day,incident_weekday,incident_hour,implicated_type,injured_count,dead_count
57518,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.705278873443604,-74.127685546875,Engativa,,2.0,Carrera 110 Calle 69 B,Zona 1,Sur - Norte,2022-04-30 23:59:00,30,5,23,Automóvil,0.0,0.0
57518,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.705278873443604,-74.127685546875,Engativa,,2.0,Carrera 110 Calle 69 B,Zona 1,Sur - Norte,2022-04-30 23:59:00,30,5,23,Automóvil,0.0,0.0
57519,NUSE,Choque,Cerrado,1,Simple,Siniestro,,4.6005706787109375,-74.14337921142578,Kennedy,Av Boyacá SN,3.0,Carrera 68I Calle 43 B SUR,Zona 2,Norte - sur,2022-04-30 23:54:00,30,5,23,Automóvil,0.0,0.0
57519,NUSE,Choque,Cerrado,1,Simple,Siniestro,,4.6005706787109375,-74.14337921142578,Kennedy,Av Boyacá SN,3.0,Carrera 68I Calle 43 B SUR,Zona 2,Norte - sur,2022-04-30 23:54:00,30,5,23,Automóvil,0.0,0.0
57519,NUSE,Choque,Cerrado,1,Simple,Siniestro,,4.6005706787109375,-74.14337921142578,Kennedy,Av Boyacá SN,3.0,Carrera 68I Calle 43 B SUR,Zona 2,Norte - sur,2022-04-30 23:54:00,30,5,23,Automóvil,0.0,0.0
57520,NUSE,Choque contra objeto fijo,Cerrado,1,Simple,Siniestro,Pared,4.6477766036987305,-74.13712310791016,Kennedy,,1.0,Calle 11 Carrera 79 a,Zona 2,Oriente - Occidente,2022-05-01 00:08:00,01,6,0,Automóvil,0.0,0.0
57521,NUSE,Choque,Cerrado,1,Simple,Siniestro,,4.720405101776123,-74.07530212402344,Suba,Av Boyacá NS,2.0,Av. Boyacá  Calle 129,Zona 1,Sur - Norte,2022-05-01 00:10:00,01,6,0,Automóvil,0.0,0.0
57521,NUSE,Choque,Cerrado,1,Simple,Siniestro,,4.720405101776123,-74.07530212402344,Suba,Av Boyacá NS,2.0,Av. Boyacá  Calle 129,Zona 1,Sur - Norte,2022-05-01 00:10:00,01,6,0,Motocicleta,0.0,0.0
57522,NUSE,Choque,Cerrado,1,Simple,Siniestro,,4.614258289337158,-74.16725158691406,Kennedy,Av 1ra de Mayo EW,2.0,Transversal 78 J Calle 49 SUR,Zona 2,Sur - Norte,2022-05-01 00:11:00,01,6,0,Bus,0.0,0.0
57522,NUSE,Choque,Cerrado,1,Simple,Siniestro,,4.614258289337158,-74.16725158691406,Kennedy,Av 1ra de Mayo EW,2.0,Transversal 78 J Calle 49 SUR,Zona 2,Sur - Norte,2022-05-01 00:11:00,01,6,0,Bicicleta,0.0,0.0
57523,NUSE,Choque,Cerrado,1,Con lesionado,Siniestro,,4.595174789428711,-74.13790130615234,Kennedy,Autopista sur NS,2.0,Cra 68 #44 Sur-64,Zona 2,Occidente - Oriente,2022-05-01 00:11:00,01,6,0,Motocicleta,0.0,0.0
57523,NUSE,Choque,Cerrado,1,Con lesionado,Siniestro,,4.595174789428711,-74.13790130615234,Kennedy,Autopista sur NS,2.0,Cra 68 #44 Sur-64,Zona 2,Occidente - Oriente,2022-05-01 00:11:00,01,6,0,Bicicleta,0.0,0.0
57524,Semaforización,Mantenimiento correctivo,Cerrado,1,,Semaforización,,4.581571102142334,-74.10247039794922,Antonio Nariño,Av 1ra de Mayo EW,,KR 8 X AC 22 S,Zona 2,Sin orientación,2022-05-01 00:57:00,01,6,0,,,
57525,NUSE,Choque,Cerrado,1,Simple,Siniestro,,4.596457004547119,-74.17460632324219,Ciudad Bolivar,Autopista sur SN,2.0,Autosur  Carrera 70 C,Zona 2,Oriente - Occidente,2022-05-01 00:58:00,01,6,0,Automóvil,0.0,0.0
57525,NUSE,Choque,Cerrado,1,Simple,Siniestro,,4.596457004547119,-74.17460632324219,Ciudad Bolivar,Autopista sur SN,2.0,Autosur  Carrera 70 C,Zona 2,Oriente - Occidente,2022-05-01 00:58:00,01,6,0,Automóvil,0.0,0.0
57526,NUSE,Choque,Cerrado,1,Simple,Siniestro,,4.695898532867432,-74.1058349609375,Engativa,Av Ciudad de Cali NS,2.0,Av. Cali  Calle 72,Zona 1,Sur - Norte,2022-05-01 01:01:00,01,6,1,Automóvil,0.0,0.0
57526,NUSE,Choque,Cerrado,1,Simple,Siniestro,,4.695898532867432,-74.1058349609375,Engativa,Av Ciudad de Cali NS,2.0,Av. Cali  Calle 72,Zona 1,Sur - Norte,2022-05-01 01:01:00,01,6,1,Automóvil,0.0,0.0
57527,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.681146621704102,-74.11123657226562,Engativa,,2.0,Carrera 80 a Calle 63 h,Zona 1,Sur - Norte,2022-05-01 01:02:00,01,6,1,Automóvil,0.0,0.0
57527,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.681146621704102,-74.11123657226562,Engativa,,2.0,Carrera 80 a Calle 63 h,Zona 1,Sur - Norte,2022-05-01 01:02:00,01,6,1,Bicicleta,0.0,0.0
57528,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.668676376342773,-74.11922454833984,Fontibon,,2.0,Carrera 80 c Calle 24 d,Zona 2,Norte - sur,2022-05-01 01:03:00,01,6,1,Automóvil,0.0,0.0
57528,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.668676376342773,-74.11922454833984,Fontibon,,2.0,Carrera 80 c Calle 24 d,Zona 2,Norte - sur,2022-05-01 01:03:00,01,6,1,Automóvil,0.0,0.0
57529,NUSE,Choque,Cerrado,2,Con lesionado,Siniestro,,4.621780872344971,-74.18736267089844,Bosa,,2.0,Calle 59 sur Carrera 87 d,Zona 2,Oriente - Occidente,2022-05-01 01:04:00,01,6,1,Automóvil,0.0,0.0
57529,NUSE,Choque,Cerrado,2,Con lesionado,Siniestro,,4.621780872344971,-74.18736267089844,Bosa,,2.0,Calle 59 sur Carrera 87 d,Zona 2,Oriente - Occidente,2022-05-01 01:04:00,01,6,1,Motocicleta,0.0,0.0
57530,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.597104549407959,-74.17829132080078,Bosa,,2.0,Autosur  Calle 60 sur,Zona 2,Oriente - Occidente,2022-05-01 01:06:00,01,6,1,Automóvil,0.0,0.0
57530,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.597104549407959,-74.17829132080078,Bosa,,2.0,Autosur  Calle 60 sur,Zona 2,Oriente - Occidente,2022-05-01 01:06:00,01,6,1,Motocicleta,0.0,0.0
57531,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.604316234588623,-74.07024383544922,Santa Fe,,3.0,Carrera 5 Calle 19,Zona 2,Sur - Norte,2022-05-01 01:08:00,01,6,1,Automóvil,0.0,0.0
57531,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.604316234588623,-74.07024383544922,Santa Fe,,3.0,Carrera 5 Calle 19,Zona 2,Sur - Norte,2022-05-01 01:08:00,01,6,1,Automóvil,0.0,0.0
57531,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.604316234588623,-74.07024383544922,Santa Fe,,3.0,Carrera 5 Calle 19,Zona 2,Sur - Norte,2022-05-01 01:08:00,01,6,1,Automóvil,0.0,0.0
57532,NUSE,Choque,Cerrado,2,Con lesionado,Siniestro,,4.550992965698242,-74.1416015625,Ciudad Bolivar,,2.0,Calle 67 A BIS SUR Carrera 17 K,Zona 2,Oriente - Occidente,2022-05-01 00:26:00,01,6,0,Automóvil,0.0,0.0
57532,NUSE,Choque,Cerrado,2,Con lesionado,Siniestro,,4.550992965698242,-74.1416015625,Ciudad Bolivar,,2.0,Calle 67 A BIS SUR Carrera 17 K,Zona 2,Oriente - Occidente,2022-05-01 00:26:00,01,6,0,Motocicleta,0.0,0.0
57533,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.56264591217041,-74.14993286132812,Ciudad Bolivar,,2.0,Carrera 20 C Calle 67 SUR,Zona 2,Norte - sur,2022-05-01 01:34:00,01,6,1,Automóvil,0.0,0.0
57533,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.56264591217041,-74.14993286132812,Ciudad Bolivar,,2.0,Carrera 20 C Calle 67 SUR,Zona 2,Norte - sur,2022-05-01 01:34:00,01,6,1,Automóvil,0.0,0.0
57534,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.578229427337647,-74.15193176269531,Ciudad Bolivar,,2.0,Calle 58 d sur Carrera 48 b,Zona 2,Occidente - Oriente,2022-05-01 01:40:00,01,6,1,Taxi,0.0,0.0
57534,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.578229427337647,-74.15193176269531,Ciudad Bolivar,,2.0,Calle 58 d sur Carrera 48 b,Zona 2,Occidente - Oriente,2022-05-01 01:40:00,01,6,1,Motocicleta,0.0,0.0
57535,NUSE,Choque,Cerrado,1,Con lesionado,Siniestro,,4.5955491065979,-74.16399383544922,Ciudad Bolivar,Autopista sur SN,2.0,Calle 57 r sur Carrera 71 b,Zona 2,Oriente - Occidente,2022-05-01 01:41:00,01,6,1,Automóvil,0.0,0.0
57535,NUSE,Choque,Cerrado,1,Con lesionado,Siniestro,,4.5955491065979,-74.16399383544922,Ciudad Bolivar,Autopista sur SN,2.0,Calle 57 r sur Carrera 71 b,Zona 2,Oriente - Occidente,2022-05-01 01:41:00,01,6,1,Micro bus,0.0,0.0
57536,NUSE,Choque,Cerrado,2,Con lesionado,Siniestro,,4.546347141265869,-74.10365295410156,Rafael Uribe Uribe,,2.0,Calle 48 p bis sur Carrera 1 este,Zona 2,Occidente - Oriente,2022-05-01 01:52:00,01,6,1,Automóvil,0.0,0.0
57536,NUSE,Choque,Cerrado,2,Con lesionado,Siniestro,,4.546347141265869,-74.10365295410156,Rafael Uribe Uribe,,2.0,Calle 48 p bis sur Carrera 1 este,Zona 2,Occidente - Oriente,2022-05-01 01:52:00,01,6,1,Automóvil,0.0,0.0
57537,NUSE,Autolesiones,Cerrado,1,Con lesionado,Siniestro,,4.722286224365234,-74.05162811279297,Suba,Autopista norte NS,1.0,Autonorte  Calle 137,Zona 1,Sur - Norte,2022-05-01 01:52:00,01,6,1,Motocicleta,0.0,0.0
57538,NUSE,Choque,Cerrado,1,Simple,Siniestro,,4.664573669433594,-74.04696655273438,Chapinero,Carrera 7 SN,2.0,Calle 84 D Av. Circunvalar ,Zona 1,Oriente - Occidente,2022-05-01 01:55:00,01,6,1,Automóvil,0.0,0.0
57538,NUSE,Choque,Cerrado,1,Simple,Siniestro,,4.664573669433594,-74.04696655273438,Chapinero,Carrera 7 SN,2.0,Calle 84 D Av. Circunvalar ,Zona 1,Oriente - Occidente,2022-05-01 01:55:00,01,6,1,Bus,0.0,0.0
57539,NUSE,Choque,Cerrado,1,Simple,Siniestro,,4.625897407531738,-74.1770248413086,Kennedy,Av Ciudad de Cali NS,4.0,Av. Cali  Calle 49 sur,Zona 2,Norte - sur,2022-05-01 01:57:00,01,6,1,Automóvil,0.0,0.0
57539,NUSE,Choque,Cerrado,1,Simple,Siniestro,,4.625897407531738,-74.1770248413086,Kennedy,Av Ciudad de Cali NS,4.0,Av. Cali  Calle 49 sur,Zona 2,Norte - sur,2022-05-01 01:57:00,01,6,1,Camioneta,0.0,0.0
57539,NUSE,Choque,Cerrado,1,Simple,Siniestro,,4.625897407531738,-74.1770248413086,Kennedy,Av Ciudad de Cali NS,4.0,Av. Cali  Calle 49 sur,Zona 2,Norte - sur,2022-05-01 01:57:00,01,6,1,Taxi,0.0,0.0
57539,NUSE,Choque,Cerrado,1,Simple,Siniestro,,4.625897407531738,-74.1770248413086,Kennedy,Av Ciudad de Cali NS,4.0,Av. Cali  Calle 49 sur,Zona 2,Norte - sur,2022-05-01 01:57:00,01,6,1,Taxi,0.0,0.0
57540,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.555251598358154,-74.0972900390625,San Cristobal,,2.0,Carrera 2 A Calle 37 B SUR,Zona 2,Sur - Norte,2022-05-01 01:59:00,01,6,1,Automóvil,0.0,0.0
57540,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.555251598358154,-74.0972900390625,San Cristobal,,2.0,Carrera 2 A Calle 37 B SUR,Zona 2,Sur - Norte,2022-05-01 01:59:00,01,6,1,Bus,0.0,0.0
57541,NUSE,Caída de ocupante,Cerrado,1,Con lesionado,Transporte masivo,,4.619846820831299,-74.11215209960938,Puente Aranda,,2.0,Carrera 50 Calle 5,Zona 2,Sur - Norte,2022-05-01 01:59:00,01,6,1,Taxi,0.0,0.0
57541,NUSE,Caída de ocupante,Cerrado,1,Con lesionado,Transporte masivo,,4.619846820831299,-74.11215209960938,Puente Aranda,,2.0,Carrera 50 Calle 5,Zona 2,Sur - Norte,2022-05-01 01:59:00,01,6,1,Pasajero,0.0,0.0
57542,NUSE,Choque contra objeto fijo,Cerrado,1,Simple,Siniestro,Separador,4.754190921783447,-74.04621124267578,Suba,,1.0,Autonorte  Calle 170,Zona 1,Norte - sur,2022-05-01 02:04:00,01,6,2,Automóvil,0.0,0.0
57543,NUSE,Choque,Cerrado,1,Simple,Siniestro,,4.685513496398926,-74.07691955566406,Barrios Unidos,Av Carrera 68 SN,2.0,Carrera 68  Calle 90,Zona 1,Sur - Norte,2022-05-01 02:06:00,01,6,2,Motocicleta,0.0,0.0
57543,NUSE,Choque,Cerrado,1,Simple,Siniestro,,4.685513496398926,-74.07691955566406,Barrios Unidos,Av Carrera 68 SN,2.0,Carrera 68  Calle 90,Zona 1,Sur - Norte,2022-05-01 02:06:00,01,6,2,Motocicleta,0.0,0.0
57544,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.572595596313477,-74.09867858886719,Rafael Uribe Uribe,,2.0,Carrera 10 a Calle 27 sur,Zona 2,Sur - Norte,2022-05-01 02:18:00,01,6,2,Automóvil,0.0,0.0
57544,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.572595596313477,-74.09867858886719,Rafael Uribe Uribe,,2.0,Carrera 10 a Calle 27 sur,Zona 2,Sur - Norte,2022-05-01 02:18:00,01,6,2,Automóvil,0.0,0.0
57545,NUSE,Choque,Cerrado,2,Con lesionado,Siniestro,,4.578398704528809,-74.08104705810547,San Cristobal,,2.0,Calle 7 a sur Carrera 2,Zona 2,Oriente - Occidente,2022-05-01 02:37:00,01,6,2,Motocicleta,0.0,0.0
57545,NUSE,Choque,Cerrado,2,Con lesionado,Siniestro,,4.578398704528809,-74.08104705810547,San Cristobal,,2.0,Calle 7 a sur Carrera 2,Zona 2,Oriente - Occidente,2022-05-01 02:37:00,01,6,2,Peatón,0.0,0.0
57546,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.683091640472412,-74.15572357177734,Fontibon,,2.0,Carrera 116 Calle 17 f,Zona 2,Sur - Norte,2022-05-01 02:51:00,01,6,2,Automóvil,0.0,0.0
57546,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.683091640472412,-74.15572357177734,Fontibon,,2.0,Carrera 116 Calle 17 f,Zona 2,Sur - Norte,2022-05-01 02:51:00,01,6,2,Automóvil,0.0,0.0
57547,NUSE,Volcamiento,Cerrado,1,Con lesionado,Siniestro,,4.69070291519165,-74.0924301147461,Engativa,Av Boyacá NS,1.0,Av. Boyacá  Calle 75,Zona 1,Sur - Norte,2022-05-01 02:56:00,01,6,2,Automóvil,0.0,0.0
57548,NUSE,Choque,Cerrado,2,Con lesionado,Siniestro,,4.583095550537109,-74.08934020996094,Antonio Nariño,,2.0,Carrera 10 Calle 10 sur,Zona 2,Sur - Norte,2022-05-01 03:31:00,01,6,3,Automóvil,0.0,0.0
57548,NUSE,Choque,Cerrado,2,Con lesionado,Siniestro,,4.583095550537109,-74.08934020996094,Antonio Nariño,,2.0,Carrera 10 Calle 10 sur,Zona 2,Sur - Norte,2022-05-01 03:31:00,01,6,3,Motocicleta,0.0,0.0
57549,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.716838836669922,-74.06484985351562,Suba,,2.0,Av. Suba  Calle 129,Zona 1,Sur - Norte,2022-05-01 03:32:00,01,6,3,Automóvil,0.0,0.0
57549,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.716838836669922,-74.06484985351562,Suba,,2.0,Av. Suba  Calle 129,Zona 1,Sur - Norte,2022-05-01 03:32:00,01,6,3,Bicicleta,0.0,0.0
57550,NUSE,Choque,Cerrado,1,Con lesionado,Siniestro,,4.595442771911621,-74.1419677734375,Tunjuelito,Autopista sur SN,2.0,Autosur  Calle 45 a,Zona 2,Oriente - Occidente,2022-05-01 03:09:00,01,6,3,Automóvil,0.0,0.0
57550,NUSE,Choque,Cerrado,1,Con lesionado,Siniestro,,4.595442771911621,-74.1419677734375,Tunjuelito,Autopista sur SN,2.0,Autosur  Calle 45 a,Zona 2,Oriente - Occidente,2022-05-01 03:09:00,01,6,3,Peatón,0.0,0.0
57551,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.625591278076172,-74.1144790649414,Puente Aranda,,2.0,Calle 5 c Carrera 56,Zona 2,Oriente - Occidente,2022-05-01 03:34:00,01,6,3,Automóvil,0.0,0.0
57551,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.625591278076172,-74.1144790649414,Puente Aranda,,2.0,Calle 5 c Carrera 56,Zona 2,Oriente - Occidente,2022-05-01 03:34:00,01,6,3,Camión,0.0,0.0
57552,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.754968643188477,-74.1019058227539,Suba,,2.0,Carrera 115 Av. Suba ,Zona 1,Oriente - Occidente,2022-05-01 03:47:00,01,6,3,Automóvil,0.0,0.0
57552,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.754968643188477,-74.1019058227539,Suba,,2.0,Carrera 115 Av. Suba ,Zona 1,Oriente - Occidente,2022-05-01 03:47:00,01,6,3,Motocicleta,0.0,0.0
57553,NUSE,Choque,Cerrado,1,Con lesionado,Siniestro,,4.672780513763428,-74.1249008178711,Fontibon,Av Ciudad de Cali NS,2.0,Av. Cali  Av. Esperanza ,Zona 2,Sur - Norte,2022-05-01 03:50:00,01,6,3,Automóvil,0.0,0.0
57553,NUSE,Choque,Cerrado,1,Con lesionado,Siniestro,,4.672780513763428,-74.1249008178711,Fontibon,Av Ciudad de Cali NS,2.0,Av. Cali  Av. Esperanza ,Zona 2,Sur - Norte,2022-05-01 03:50:00,01,6,3,Motocicleta,0.0,0.0
57554,NUSE,Choque,Cerrado,1,Simple,Siniestro,,4.734658241271973,-74.079833984375,Suba,Av Suba NS,2.0,Carrera 83 Av. Suba ,Zona 1,Sur - Norte,2022-05-01 03:56:00,01,6,3,Automóvil,0.0,0.0
57554,NUSE,Choque,Cerrado,1,Simple,Siniestro,,4.734658241271973,-74.079833984375,Suba,Av Suba NS,2.0,Carrera 83 Av. Suba ,Zona 1,Sur - Norte,2022-05-01 03:56:00,01,6,3,Automóvil,0.0,0.0
57555,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.612525463104248,-74.18256378173828,Bosa,,2.0,Carrera 80 Calle 59 sur,Zona 2,Norte - sur,2022-05-01 04:09:00,01,6,4,Automóvil,0.0,0.0
57555,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.612525463104248,-74.18256378173828,Bosa,,2.0,Carrera 80 Calle 59 sur,Zona 2,Norte - sur,2022-05-01 04:09:00,01,6,4,Motocicleta,0.0,0.0
57556,NUSE,Choque,Cerrado,2,Con lesionado,Siniestro,,4.575342655181885,-74.11222839355469,Rafael Uribe Uribe,,2.0,Calle 32 sur Carrera 13c,Zona 2,Oriente - Occidente,2022-05-01 04:10:00,01,6,4,Automóvil,0.0,0.0
57556,NUSE,Choque,Cerrado,2,Con lesionado,Siniestro,,4.575342655181885,-74.11222839355469,Rafael Uribe Uribe,,2.0,Calle 32 sur Carrera 13c,Zona 2,Oriente - Occidente,2022-05-01 04:10:00,01,6,4,Peatón,0.0,0.0
57557,NUSE,Choque,Cerrado,1,Con lesionado,Siniestro,,4.580152988433838,-74.10035705566406,Antonio Nariño,Av 1ra de Mayo EW,2.0,Av. Primero de Mayo  Carrera 68 ,Zona 2,Occidente - Oriente,2022-05-01 04:24:00,01,6,4,Taxi,0.0,0.0
57557,NUSE,Choque,Cerrado,1,Con lesionado,Siniestro,,4.580152988433838,-74.10035705566406,Antonio Nariño,Av 1ra de Mayo EW,2.0,Av. Primero de Mayo  Carrera 68 ,Zona 2,Occidente - Oriente,2022-05-01 04:24:00,01,6,4,Automóvil,0.0,0.0
57558,NUSE,Choque,Cerrado,2,Con lesionado,Siniestro,,4.594864368438721,-74.0816650390625,Santa Fe,,2.0,Carrera 10 Calle 6,Zona 2,Sin orientación,2022-05-01 04:25:00,01,6,4,Automóvil,0.0,0.0
57558,NUSE,Choque,Cerrado,2,Con lesionado,Siniestro,,4.594864368438721,-74.0816650390625,Santa Fe,,2.0,Carrera 10 Calle 6,Zona 2,Sin orientación,2022-05-01 04:25:00,01,6,4,Motocicleta,0.0,0.0
57559,NUSE,Choque contra objeto fijo,Cerrado,1,Simple,Siniestro,Separador,4.754190921783447,-74.04621124267578,Suba,,1.0,Autonorte  Calle 170,Zona 1,Norte - sur,2022-05-01 04:39:00,01,6,4,Automóvil,0.0,0.0
57560,Semaforización,Mantenimiento correctivo,Cerrado,2,,Semaforización,,4.60127592086792,-74.09040832519531,Los Martires,,,KR 19 X AC 6,Zona 2,Sin orientación,2022-05-01 04:40:00,01,6,4,,,
57561,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.641802787780762,-74.073974609375,Teusaquillo,,2.0,Calle 53 Carrera 24,Zona 1,Occidente - Oriente,2022-05-01 05:07:00,01,6,5,Taxi,0.0,0.0
57561,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.641802787780762,-74.073974609375,Teusaquillo,,2.0,Calle 53 Carrera 24,Zona 1,Occidente - Oriente,2022-05-01 05:07:00,01,6,5,Automóvil,0.0,0.0
57562,NUSE,Choque,Cerrado,2,Con lesionado,Siniestro,,4.559284687042236,-74.12085723876953,Rafael Uribe Uribe,,2.0,Carrera 10 Calle 49 H SUR,Zona 2,Sin orientación,2022-05-01 05:07:00,01,6,5,Automóvil,0.0,0.0
57562,NUSE,Choque,Cerrado,2,Con lesionado,Siniestro,,4.559284687042236,-74.12085723876953,Rafael Uribe Uribe,,2.0,Carrera 10 Calle 49 H SUR,Zona 2,Sin orientación,2022-05-01 05:07:00,01,6,5,Taxi,0.0,0.0
57563,NUSE,Choque,Cerrado,2,Con lesionado,Siniestro,,4.614990234375,-74.11461639404297,Puente Aranda,,2.0,Carrera 50 Calle 3,Zona 2,Sin orientación,2022-05-01 05:22:00,01,6,5,Automóvil,0.0,0.0
57563,NUSE,Choque,Cerrado,2,Con lesionado,Siniestro,,4.614990234375,-74.11461639404297,Puente Aranda,,2.0,Carrera 50 Calle 3,Zona 2,Sin orientación,2022-05-01 05:22:00,01,6,5,Motocicleta,0.0,0.0
57564,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.603192329406738,-74.1351089477539,Kennedy,,3.0,Calle 37 b sur Carrera 68 b,Zona 2,Occidente - Oriente,2022-05-01 05:23:00,01,6,5,Automóvil,0.0,0.0
57564,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.603192329406738,-74.1351089477539,Kennedy,,3.0,Calle 37 b sur Carrera 68 b,Zona 2,Occidente - Oriente,2022-05-01 05:23:00,01,6,5,Automóvil,0.0,0.0
57564,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.603192329406738,-74.1351089477539,Kennedy,,3.0,Calle 37 b sur Carrera 68 b,Zona 2,Occidente - Oriente,2022-05-01 05:23:00,01,6,5,Automóvil,0.0,0.0
57565,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.596481323242188,-74.18305206298828,Ciudad Bolivar,,2.0,Autosur  Calle 57 sur,Zona 2,Oriente - Occidente,2022-05-01 05:12:00,01,6,5,Bus,0.0,0.0
57565,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.596481323242188,-74.18305206298828,Ciudad Bolivar,,2.0,Autosur  Calle 57 sur,Zona 2,Oriente - Occidente,2022-05-01 05:12:00,01,6,5,Automóvil,0.0,0.0
57566,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.713091850280762,-74.09769439697266,Engativa,,2.0,Calle 90 Carrera 91,Zona 1,Oriente - Occidente,2022-05-01 05:18:00,01,6,5,Automóvil,0.0,0.0
57566,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.713091850280762,-74.09769439697266,Engativa,,2.0,Calle 90 Carrera 91,Zona 1,Oriente - Occidente,2022-05-01 05:18:00,01,6,5,Camioneta,0.0,0.0
57567,NUSE,Choque contra objeto fijo,Cerrado,1,Simple,Siniestro,Vivienda,4.711208820343018,-74.11905670166016,Engativa,,1.0,Transversal 106 Carrera 78 b,Zona 1,Norte - sur,2022-05-01 05:19:00,01,6,5,Motocicleta,0.0,0.0
57568,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.605588912963867,-74.07349395751953,Santa Fe,,2.0,Carrera 9 Calle 18,Zona 2,Norte - sur,2022-05-01 05:31:00,01,6,5,Automóvil,0.0,0.0
57568,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.605588912963867,-74.07349395751953,Santa Fe,,2.0,Carrera 9 Calle 18,Zona 2,Norte - sur,2022-05-01 05:31:00,01,6,5,Taxi,0.0,0.0
57569,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.622874736785889,-74.06554412841797,Santa Fe,,2.0,Carrera 6 Calle 36,Zona 2,Sur - Norte,2022-05-01 05:36:00,01,6,5,Automóvil,0.0,0.0
57569,NUSE,Choque,Cerrado,2,Simple,Siniestro,,4.622874736785889,-74.06554412841797,Santa Fe,,2.0,Carrera 6 Calle 36,Zona 2,Sur - Norte,2022-05-01 05:36:00,01,6,5,Automóvil,0.0,0.0
57570,Semaforización,Falla de energía,Cerrado,1,,Semaforización,,4.632076740264893,-74.1659927368164,Kennedy,Av Ciudad de Cali NS,,Cl. 40b Sur #86-2,Zona 2,Sin orientación,2022-05-01 06:16:00,01,6,6,,,
57571,NUSE,Autolesiones,Cerrado,2,Con lesionado,Siniestro,,4.760187149047852,-74.0245361328125,Usaquen,,1.0,Calle 182C Carrera 5B,Zona 1,Sin orientación,2022-05-01 05:59:00,01,6,5,Motocicleta,0.0,0.0
57572,NUSE,Choque,Cerrado,2,Con lesionado,Siniestro,,4.559092044830322,-74.12084197998047,Rafael Uribe Uribe,,2.0,Calle 49H SUR Carrera 10,Zona 2,Sur - Norte,2022-05-01 05:08:00,01,6,5,Taxi,0.0,0.0
57572,NUSE,Choque,Cerrado,2,Con lesionado,Siniestro,,4.559092044830322,-74.12084197998047,Rafael Uribe Uribe,,2.0,Calle 49H SUR Carrera 10,Zona 2,Sur - Norte,2022-05-01 05:08:00,01,6,5,Peatón,0.0,0.0
57573,NUSE,Choque,Cerrado,2,Con lesionado,Siniestro,,4.604128837585449,-74.18898010253906,Bosa,,2.0,Transversal 78L Calle 68A SUR,Zona 2,Sin orientación,2022-05-01 05:53:00,01,6,5,Taxi,0.0,0.0
57573,NUSE,Choque,Cerrado,2,Con lesionado,Siniestro,,4.604128837585449,-74.18898010253906,Bosa,,2.0,Transversal 78L Calle 68A SUR,Zona 2,Sin orientación,2022-05-01 05:53:00,01,6,5,Automóvil,0.0,0.0
57574,NUSE,Choque contra objeto fijo,Cerrado,1,Simple,Siniestro,Andén,4.750112533569336,-74.08819580078125,Suba,,1.0,Calle 152A Carrera 99,Zona 1,Sin orientación,2022-05-01 06:02:00,01,6,6,Automóvil,0.0,0.0
