0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
530.2,1343.7,1150.9,1168.4,1034.2,1416.2,1385.2,1567.1,787.5,665.1,845.7,1267.4,412.4,454.4,306.7,1317.9,677.9,550.2,839.2,839.2
1713.8,709.6,399.8,387.9,729.2,782.1,751.1,727.4,1066.0,857.3,671.1,1103.9,1240.3,1221.9,1135.8,203.2,1021.7,1686.6,1682.1,1682.1
1449.2,324.7,566.0,446.0,718.1,444.4,465.2,705.6,1089.2,880.5,356.2,699.7,1031.4,957.3,871.2,619.5,1054.9,1422.0,1417.5,1417.5
1439.3,524.3,707.0,669.7,708.2,622.2,642.0,929.3,1079.3,870.6,337.1,605.4,1021.5,947.4,861.3,843.2,1045.0,1412.1,1407.6,1407.6
2423.4,1288.8,1302.5,1016.2,1672.7,976.7,1158.5,711.6,2063.4,1854.7,1330.4,1363.6,2005.6,1931.5,1845.4,1156.1,2019.3,2396.2,2391.7,2391.7
1633.8,548.3,266.1,226.6,684.0,620.8,589.8,566.1,1027.2,818.5,540.8,942.6,1201.5,1141.9,1055.8,119.7,982.9,1606.6,1602.1,1602.1
2436.2,1301.6,1315.3,1029.0,1685.5,989.5,1171.3,724.4,2076.2,1867.5,1343.2,1376.4,2018.4,1944.3,1858.2,1168.9,2032.1,2409.0,2404.5,2404.5
798.7,1648.7,1579.2,1596.7,1548.4,1734.2,1730.2,1995.4,1624.5,1502.1,1274.0,1510.7,1029.2,1064.4,825.1,1746.2,1514.9,733.7,622.9,622.9
950.9,1047.9,1222.1,1248.1,1188.3,1133.4,1129.4,1487.4,1208.2,1085.8,934.7,909.9,677.5,683.4,372.9,1389.1,1098.6,905.2,671.0,671.0
2127.1,759.7,1441.1,1130.9,1522.3,813.5,773.4,778.2,1710.0,1501.3,1169.1,664.8,1718.4,1644.3,1549.1,1304.4,1675.7,2099.9,1917.6,1917.6
1565.3,416.8,705.3,440.9,832.0,335.4,422.4,500.2,1205.3,996.6,472.3,815.6,1147.5,1073.4,987.3,614.4,1171.0,1538.1,1533.6,1533.6
2028.8,894.2,907.9,621.6,1278.1,582.1,763.9,317.0,1668.8,1460.1,935.8,1150.1,1611.0,1536.9,1450.8,761.5,1624.7,2001.6,1997.1,1997.1
1083.6,1084.6,834.6,913.8,536.6,1161.6,1130.6,1312.5,413.7,205.0,591.1,1077.1,548.6,590.6,772.8,947.2,330.0,1103.6,1353.0,1353.0
1595.3,712.7,1168.5,912.9,1134.7,798.2,766.8,1044.5,1322.4,1113.7,842.1,238.2,1177.5,1103.4,1017.3,1086.4,1256.6,1568.1,1401.5,1401.5
1808.1,722.6,687.2,400.9,1057.4,530.5,712.3,328.2,1448.1,1239.4,715.1,1116.9,1390.3,1316.2,1230.1,540.8,1404.0,1780.9,1776.4,1776.4
1022.3,1007.0,1181.2,1207.2,1147.4,1092.5,1088.5,1446.5,1279.6,1126.4,936.2,869.0,743.4,754.8,444.3,1348.2,1170.0,976.6,742.4,742.4
1453.0,888.8,412.2,701.4,274.2,974.3,949.8,1103.5,758.5,549.8,410.3,881.3,972.7,918.3,875.0,604.6,724.2,1418.3,1421.3,1421.3
1731.7,719.7,548.7,398.0,747.1,792.2,761.2,768.7,1083.9,875.2,689.0,1114.0,1258.2,1239.8,1153.7,352.1,1039.6,1704.5,1700.0,1700.0
1347.0,542.6,829.8,746.4,796.0,631.7,608.1,985.7,983.7,775.0,584.8,492.6,979.0,918.0,769.0,919.9,949.4,1319.8,1137.5,1137.5
1345.1,580.4,765.0,780.6,731.2,665.9,685.7,1019.9,918.9,710.2,520.0,585.8,927.3,853.2,767.1,932.0,884.6,1317.9,1239.4,1239.4
1346.1,541.7,828.9,745.5,795.1,630.8,607.2,984.8,982.8,774.1,583.9,491.7,978.1,917.1,768.1,919.0,948.5,1318.9,1136.6,1136.6
667.8,1326.0,1133.2,1150.7,1020.5,1398.5,1367.5,1549.4,773.8,651.4,828.0,1249.7,398.7,438.6,289.0,1300.2,664.2,687.8,884.6,884.6
1646.5,559.1,1069.5,759.3,1041.7,644.6,613.2,890.9,1229.4,1020.7,688.5,251.0,1237.8,1163.7,1068.5,932.8,1195.1,1619.3,1437.0,1437.0
1186.7,1162.6,924.5,991.8,585.9,1239.6,1208.6,1390.5,187.4,340.8,669.1,1155.1,651.7,693.7,875.9,945.6,132.5,1206.7,1456.1,1456.1
2396.8,1262.2,1275.9,989.6,1646.1,950.1,1131.9,685.0,2036.8,1828.1,1303.8,1337.0,1979.0,1904.9,1818.8,1129.5,1992.7,2369.6,2365.1,2365.1
1443.2,466.8,776.0,667.0,777.2,552.3,572.1,906.3,1017.0,808.3,398.0,459.3,1025.4,951.3,865.2,840.5,982.7,1416.0,1367.6,1367.6
1292.3,544.7,712.2,744.9,678.4,630.2,650.0,984.2,866.1,657.4,467.2,537.2,874.5,800.4,714.3,879.2,831.8,1265.1,1260.6,1260.6
1343.8,574.2,611.5,604.7,612.7,693.9,714.7,955.1,983.8,775.1,205.9,665.1,926.0,851.9,765.8,778.2,949.5,1316.6,1312.1,1312.1
2377.0,1242.4,1256.1,969.8,1626.3,930.3,1112.1,665.2,2017.0,1808.3,1284.0,1317.2,1959.2,1885.1,1799.0,1109.7,1972.9,2349.8,2345.3,2345.3
